source_segment_id,target_segment_id,evaluation_type,date,model_value,prior_prob_low_state,prior_prob_high_state,prob_low_state,prob_high_state,state,inflation_regime,log_likelihood_under_previous_params
segment_01,segment_02,next_segment_using_previous_params,1993-10-31,5.000563741193302,0.5461728431097194,0.4538271568902807,0.6889255089787122,0.3110744910212878,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1993-11-30,3.0939411363005185,0.6655236690763404,0.33447633092365964,0.9467846417811189,0.05321535821888123,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1993-12-31,6.090275529464327,0.8764668608349427,0.12353313916505734,0.8410097235195402,0.15899027648045985,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1994-01-31,6.344176156790102,0.7899370620893602,0.2100629379106398,0.6943213717417439,0.30567862825825604,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1994-02-28,7.80269258087195,0.6699377865875379,0.33006221341246206,0.2678537626873478,0.7321462373126522,高通胀状态,通胀偏高,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1994-03-31,5.969286355067879,0.32106343159414935,0.6789365684058506,0.2804556211004191,0.7195443788995809,高通胀状态,通胀偏高,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1994-04-30,7.579744613601573,0.3313724565522851,0.6686275434477148,0.09703829135087977,0.9029617086491202,高通胀状态,通胀偏高,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1994-05-31,8.872022866649694,0.18132682295102776,0.8186731770489722,0.0161836344552962,0.9838163655447038,高通胀状态,通胀偏高,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1994-06-30,10.066205894502254,0.11518319170268011,0.8848168082973199,0.0035791561298401295,0.99642084387016,高通胀状态,通胀偏高,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1994-07-31,9.51023388271543,0.10487202350969142,0.8951279764903087,0.005099807592953981,0.9949001924070461,高通胀状态,通胀偏高,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1994-08-31,6.908969888107958,0.10611600145104061,0.8938839985489594,0.04296413654900732,0.9570358634509927,高通胀状态,通胀偏高,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1994-09-30,4.791950047845958,0.13709114015170487,0.8629088598482951,0.2579187900367706,0.7420812099632295,高通胀状态,通胀偏高,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1994-10-31,3.073031310365703,0.31293606833898363,0.6870639316610164,0.8055930427161728,0.1944069572838271,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1994-11-30,8.013067540639046,0.7609642364656785,0.2390357635343215,0.32521723107068706,0.674782768929313,高通胀状态,通胀偏高,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1994-12-31,9.421436780940098,0.3679899568624928,0.6320100431375073,0.02668933838523943,0.9733106616147607,高通胀状态,通胀偏高,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1995-01-31,9.32417855570624,0.1237774450632981,0.876222554936702,0.007159819665048423,0.9928401803349516,高通胀状态,通胀偏高,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1995-02-28,3.7069613409752193,0.10780120653501891,0.8921987934649811,0.3938980651818682,0.6061019348181318,高通胀状态,通胀偏高,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1995-03-31,-0.4495080274571528,0.42417472023543634,0.5758252797645637,0.992021796784757,0.007978203215243066,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1995-04-30,-3.992126793319443,0.9134733835779565,0.0865266164220436,0.9999702537730234,2.9746226976614627e-05,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1995-05-31,-5.474169165540847,0.9199756659227345,0.08002433407726545,0.9999920058788382,7.99412116174449e-06,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1995-06-30,-6.080966168976747,0.9199934603618075,0.08000653963819247,0.9999951675419559,4.8324580440653865e-06,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1995-07-31,-5.23069060274187,0.9199960467790581,0.08000395322094185,0.9999902203593372,9.779640662892524e-06,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1995-08-31,-2.0048950761370534,0.919991999706998,0.08000800029300205,0.9998581423397944,0.00014185766020559127,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1995-09-30,-1.0619921927636895,0.9198839525003674,0.08011604749963266,0.9996895850118589,0.0003104149881410569,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1995-10-31,-0.10286287355074286,0.9197460631793161,0.08025393682068398,0.9993114123794892,0.0006885876205108188,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1995-11-30,-1.1543531313150943,0.9194366968162135,0.08056330318378643,0.9997107169734819,0.0002892830265180885,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1995-12-31,-3.0381376420975474,0.9197633503057576,0.08023664969424242,0.9999395801783436,6.0419821656458555e-05,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1996-01-31,-4.992141975668105,0.9199505732068236,0.08004942679317648,0.9999880741813513,1.192581864876452e-05,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1996-02-29,-1.0319532306896626,0.9199902440133776,0.08000975598662244,0.9996822179669838,0.00031778203301625934,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1996-03-31,1.2462634930823135,0.919740036524596,0.080259963475404,0.9978953486719873,0.0021046513280127644,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1996-04-30,4.128302264047036,0.9182782775081688,0.08172172249183117,0.9770737372360478,0.022926262763952043,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1996-05-31,3.2656873499121932,0.9012450348763473,0.09875496512365256,0.9860668377924595,0.013933162207540553,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1996-06-30,2.9177940569805205,0.908601894082995,0.09139810591700516,0.9903724027401407,0.009627597259859354,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1996-07-31,2.266617052441072,0.9121240870048326,0.0878759129951675,0.9946031302412952,0.005396869758704825,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1996-08-31,2.8569508744156824,0.9155850587100244,0.08441494128997566,0.9915995221462238,0.008400477853776187,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1996-09-30,3.045798070845688,0.913127939307347,0.08687206069265294,0.9898800278519131,0.010119972148086909,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1996-10-31,0.3810886060329004,0.9117212968095204,0.08827870319047965,0.9988591668073694,0.001140833192630657,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1996-11-30,-1.8113374132217697,0.9190667346457647,0.08093326535423535,0.9998313566629915,0.0001686433370084404,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1996-12-31,-1.6797346193470553,0.9198620403187169,0.08013795968128315,0.9998139260872302,0.0001860739127698681,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1997-01-31,-0.6224446419670553,0.9198477811329151,0.08015221886708492,0.9995529343665281,0.00044706563347186325,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1997-02-28,-0.43807418247799745,0.9196342753090603,0.08036572469093965,0.9994776231867416,0.0005223768132584314,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1997-03-31,-1.9489019776507313,0.9195726665521138,0.08042733344788625,0.9998505554535188,0.0001494445464812577,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1997-04-30,-3.0305642588357413,0.9198777460030868,0.0801222539969132,0.9999392938426978,6.0706157302337556e-05,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1997-05-31,-2.2564218594007057,0.9199503389682516,0.08004966103174851,0.9998847770819826,0.00011522291801733281,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1997-06-30,-1.975866581003907,0.9199057412090619,0.08009425879093811,0.999854516861784,0.00014548313821605204,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1997-07-31,-2.498798302369017,0.9198809866565949,0.08011901334340504,0.9999056633508374,9.433664916264437e-05,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1997-08-31,-4.147330793482833,0.9199228273450784,0.08007717265492172,0.999975964613394,2.403538660596405e-05,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1997-09-30,-1.9707720079056823,0.9199803377095443,0.08001966229045565,0.9998540490075277,0.00014595099247228157,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1997-10-31,-2.1755301216057044,0.919880603925648,0.08011939607435203,0.9998766683871461,0.00012333161285398977,低通胀状态,通胀偏低,-180.01755610901657
segment_01,segment_02,next_segment_using_previous_params,1997-11-30,0.42226776698473634,0.9198991078431957,0.0801008921568044,0.9989383339918634,0.0010616660081366259,低通胀状态,通胀偏低,-180.01755610901657
segment_02,segment_03,next_segment_using_previous_params,1997-12-31,-0.046197236494798566,0.918180540470264,0.08181945952973602,0.9992789574201083,0.0007210425798916376,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,1998-01-31,-0.5796148843282463,0.919394324232891,0.08060567576710892,0.9998030314727192,0.00019696852728079767,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,1998-02-28,-2.4377449475628556,0.9198345464370841,0.08016545356291582,0.9999977480017267,2.2519982732046417e-06,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,1998-03-31,-2.03572822840221,0.9199981083214505,0.08000189167854944,0.9999940954555523,5.904544447718825e-06,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,1998-04-30,-1.4955471226536876,0.919995040182664,0.08000495981733605,0.9999783736242209,2.162637577904472e-05,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,1998-05-31,-2.435751826800182,0.9199818338443456,0.08001816615565435,0.9999977417081263,2.2582918736642344e-06,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,1998-06-30,-2.5417733278331704,0.9199981030348262,0.08000189696517385,0.9999982500330428,1.7499669572340971e-06,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,1998-07-31,-2.376374727290278,0.919998530027756,0.08000146997224403,0.9999973959268033,2.6040731967053217e-06,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,1998-08-31,-1.1982289218513285,0.9199978125785149,0.0800021874214852,0.9999558156902911,4.4184309708890575e-05,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,1998-09-30,-1.7910099818206495,0.9199628851798445,0.08003711482015542,0.9999893633677944,1.0636632205563558e-05,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,1998-10-31,-1.086715592205162,0.9199910652289474,0.08000893477105263,0.9999422318774579,5.776812254208666e-05,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,1998-11-30,-3.6346207683188503,0.9199514747770647,0.0800485252229353,0.9999998733215744,1.2667842568426418e-07,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,1998-12-31,-0.9960658123525616,0.9199998935901226,0.08000010640987755,0.9999281807152491,7.181928475094269e-05,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,1999-01-31,0.024251386934841745,0.9199396718008094,0.08006032819919076,0.9991659954578178,0.0008340045421821707,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,1999-02-28,0.19894468567757073,0.9192994361845671,0.08070056381543299,0.99872043205413,0.0012795679458700105,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,1999-03-31,-1.1068226891922663,0.9189251629254691,0.08107483707453077,0.999944158842727,5.584115727286457e-05,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,1999-04-30,-2.0818247394421343,0.9199530934278908,0.08004690657210915,0.9999947113921759,5.288607824174411e-06,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,1999-05-31,-2.0660188172451384,0.9199955575694277,0.08000444243057228,0.999994509809772,5.490190227940249e-06,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,1999-06-30,-2.9779286409396786,0.9199953882402084,0.08000461175979143,0.9999993864756205,6.13524379545111e-07,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,1999-07-31,-1.8892955802477267,0.9199994846395213,0.08000051536047878,0.9999916052321284,8.394767871597129e-06,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,1999-08-31,-2.1596345537628805,0.9199929483949878,0.08000705160501209,0.9999956157360986,4.38426390137037e-06,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,1999-09-30,-0.9319129302851584,0.919996317218323,0.0800036827816771,0.999916205941039,8.379405896094446e-05,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,1999-10-31,-0.5703386494070307,0.9199296129904728,0.08007038700952715,0.9998000457431254,0.0001999542568745754,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,1999-11-30,0.2229352184063228,0.9198320384242253,0.0801679615757746,0.9986543063384224,0.0013456936615775688,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,1999-12-31,0.6099566252404254,0.918869617324275,0.08113038267572513,0.9965517260486874,0.0034482739513126506,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2000-01-31,0.9096642657604133,0.9171034498808973,0.08289655011910259,0.9927732204700461,0.00722677952995388,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2000-02-29,1.122344621860113,0.9139295051948387,0.08607049480516121,0.9875136516625365,0.012486348337463562,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2000-03-31,-1.526799827824796,0.9095114673965307,0.09048853260346935,0.9999770480961055,2.2951903894407078e-05,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2000-04-30,-1.4389982707481723,0.9199807204007286,0.08001927959927126,0.9999752208275032,2.4779172496819984e-05,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2000-05-31,-1.7327826672173456,0.9199791854951028,0.0800208145048973,0.9999877685190338,1.2231480966190718e-05,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2000-06-30,-1.095228910415901,0.9199897255559883,0.08001027444401156,0.9999434006648446,5.659933515540656e-05,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2000-07-31,-0.020916475160995818,0.9199524565584694,0.08004754344153049,0.9992518499316807,0.0007481500683193043,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2000-08-31,0.21468375907821063,0.9193715539426118,0.08062844605738817,0.9986724619201227,0.0013275380798772993,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2000-09-30,-1.9808782936309237,0.9188848680129031,0.0811151319870969,0.9999931615097981,6.838490201772591e-06,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2000-10-31,-3.8086017612570777,0.9199942556682305,0.08000574433176944,0.9999999166574742,8.334252579622013e-08,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2000-11-30,0.32314069584976257,0.9199999299922784,0.08000007000772164,0.998292411023115,0.0017075889768849402,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2000-12-31,1.138321487465408,0.9185656252594165,0.08143437474058329,0.9877824355134321,0.01221756448656785,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2001-01-31,-0.054834693542553437,0.909737245831283,0.09026275416871696,0.9992137118343671,0.0007862881656327628,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2001-02-28,-2.4872225666880814,0.9193395179408684,0.08066048205913147,0.9999979870369666,2.012963033386486e-06,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2001-03-31,-1.34299489157746,0.9199983091110521,0.080001690888948,0.9999687982613963,3.120173860369657e-05,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2001-04-30,0.31619535888922634,0.919973790539573,0.08002620946042706,0.998320033034134,0.0016799669658660759,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2001-05-31,1.2078348349514187,0.9185888277486726,0.08141117225132748,0.9855974581292987,0.014402541870701254,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2001-06-30,0.6561154252903247,0.9079018648286109,0.09209813517138901,0.9955778314892118,0.004422168510788292,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2001-07-31,-2.4360401638272955,0.9162853784509379,0.08371462154906213,0.9999976294981111,2.3705018888778625e-06,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2001-08-31,-2.8705647154108753,0.9199980087784134,0.08000199122158662,0.9999992059061641,7.940938358857732e-07,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2001-09-30,-2.572617256421867,0.919999332961178,0.08000066703882211,0.9999983750840893,1.6249159106808627e-06,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2001-10-31,1.0872518014122627,0.919998635070635,0.08000136492936494,0.9893830662255497,0.01061693377445025,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2001-11-30,-1.8847448690654474,0.9110817756294618,0.08891822437053817,0.9999904745392607,9.525460739364065e-06,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2001-12-31,-4.005997706536542,0.9199919986129791,0.08000800138702104,0.9999999481369342,5.186306594098477e-08,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2002-01-31,-4.78786631367176,0.9199999564350247,0.08000004356497535,0.9999999920790666,7.920933302955227e-09,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2002-02-28,-2.2433581223067263,0.919999993346416,0.08000000665358394,0.9999964151307171,3.5848692829293945e-06,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2002-03-31,-2.944349235354209,0.9199969887098025,0.08000301129019763,0.999999334927293,6.650727069145607e-07,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2002-04-30,-2.3479289076986802,0.9199994413389261,0.08000055866107376,0.9999972117187254,2.788281274675623e-06,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2002-05-31,-0.03687418601744197,0.9199976578437294,0.0800023421562707,0.9992804193827414,0.0007195806172586514,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2002-06-30,-1.174005244757532,0.9193955522815028,0.08060444771849723,0.9999527838569143,4.7216143085695354e-05,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2002-07-31,-0.7772475971991398,0.9199603384398081,0.08003966156019195,0.9998784281555751,0.00012157184442483078,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2002-08-31,-1.2959517306613428,0.9198978796506831,0.08010212034931681,0.9999650160959231,3.498390407683346e-05,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2002-09-30,0.21491609489290586,0.9199706135205754,0.0800293864794245,0.9986824347930207,0.0013175652069794548,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2002-10-31,-2.7866847513374253,0.9188932452261374,0.08110675477386271,0.9999990139585547,9.860414452497534e-07,低通胀状态,通胀偏低,-118.8751034961933
segment_02,segment_03,next_segment_using_previous_params,2002-11-30,-0.683234517113217,0.9199991717251861,0.08000082827481397,0.9998476958098753,0.00015230419012479974,低通胀状态,通胀偏低,-118.8751034961933
segment_03,segment_04,next_segment_using_previous_params,2002-12-31,0.42063348127351174,0.5041351675586166,0.4958648324413834,0.0024164408672616693,0.9975835591327383,高通胀状态,通胀偏高,-159.41924298439713
segment_03,segment_04,next_segment_using_previous_params,2003-01-31,0.6720754595600571,0.36378314640799336,0.6362168535920066,0.0005021969667614668,0.9994978030332385,高通胀状态,通胀偏高,-159.41924298439713
segment_03,segment_04,next_segment_using_previous_params,2003-02-28,-0.7734583379181406,0.3630394847102184,0.6369605152897815,0.1341332913416135,0.8658667086583866,高通胀状态,通胀偏高,-159.41924298439713
segment_03,segment_04,next_segment_using_previous_params,2003-03-31,0.1325122780220399,0.4149536250621123,0.5850463749378878,0.005271533347771605,0.9947284666522284,高通胀状态,通胀偏高,-159.41924298439713
segment_03,segment_04,next_segment_using_previous_params,2003-04-30,-0.021867129503380323,0.36489231693783314,0.6351076830621668,0.007857455756306227,0.9921425442436937,高通胀状态,通胀偏高,-159.41924298439713
segment_03,segment_04,next_segment_using_previous_params,2003-05-31,-0.10110126937390573,0.3658969179963203,0.6341030820036796,0.010774339500586318,0.9892256604994137,高通胀状态,通胀偏高,-159.41924298439713
segment_03,segment_04,next_segment_using_previous_params,2003-06-30,-0.23472069435603676,0.36703009372012263,0.6329699062798775,0.01825638688004661,0.9817436131199534,高通胀状态,通胀偏高,-159.41924298439713
segment_03,segment_04,next_segment_using_previous_params,2003-07-31,-0.20458959792046927,0.36993678291243925,0.6300632170875609,0.01643367993780276,0.9835663200621972,高通胀状态,通胀偏高,-159.41924298439713
segment_03,segment_04,next_segment_using_previous_params,2003-08-31,-0.4782678049909733,0.3692286822681791,0.6307713177318209,0.047010689008535,0.952989310991465,高通胀状态,通胀偏高,-159.41924298439713
segment_03,segment_04,next_segment_using_previous_params,2003-09-30,-1.9384118827331367,0.3811074979574851,0.6188925020425149,0.9444720595580521,0.055527940441947886,低通胀状态,通胀偏低,-159.41924298439713
segment_03,segment_04,next_segment_using_previous_params,2003-10-31,-0.17046599014870178,0.7297608990919335,0.27023910090806647,0.06289549007258051,0.9371045099274194,高通胀状态,通胀偏高,-159.41924298439713
segment_03,segment_04,next_segment_using_previous_params,2003-11-30,-0.11794605673451874,0.3872785601324871,0.6127214398675128,0.012594266932909054,0.987405733067091,高通胀状态,通胀偏高,-159.41924298439713
segment_03,segment_04,next_segment_using_previous_params,2003-12-31,0.5633293482394803,0.3677371145568063,0.6322628854431936,0.0007861449771133507,0.9992138550228866,高通胀状态,通胀偏高,-159.41924298439713
segment_03,segment_04,next_segment_using_previous_params,2004-01-31,1.5165340546605228,0.36314979524034624,0.6368502047596537,1.758120278093363e-05,0.999982418797219,高通胀状态,通胀偏高,-159.41924298439713
segment_03,segment_04,next_segment_using_previous_params,2004-02-29,1.5925153747322718,0.36285121707007284,0.6371487829299272,1.2989365203198958e-05,0.9999870106347968,高通胀状态,通胀偏高,-159.41924298439713
segment_03,segment_04,next_segment_using_previous_params,2004-03-31,1.7429917705709688,0.362849433194085,0.637150566805915,7.150623428420697e-06,0.9999928493765716,高通胀状态,通胀偏高,-159.41924298439713
segment_03,segment_04,next_segment_using_previous_params,2004-04-30,1.390461751039425,0.36284716491018454,0.6371528350898155,2.895174081388028e-05,0.9999710482591861,高通胀状态,通胀偏高,-159.41924298439713
segment_03,segment_04,next_segment_using_previous_params,2004-05-31,1.6244139942066673,0.36285563439307755,0.6371443656069224,1.1445675544443374e-05,0.9999885543244557,高通胀状态,通胀偏高,-159.41924298439713
segment_03,segment_04,next_segment_using_previous_params,2004-06-30,1.0431217289255432,0.3628488334884403,0.6371511665115597,0.0001148268920144056,0.9998851731079856,高通胀状态,通胀偏高,-159.41924298439713
segment_03,segment_04,next_segment_using_previous_params,2004-07-31,-0.6932323525051176,0.36288899589979134,0.6371110041002087,0.10121482688304101,0.898785173116959,高通胀状态,通胀偏高,-159.41924298439713
segment_03,segment_04,next_segment_using_previous_params,2004-08-31,-0.0773509112192583,0.402165180934899,0.597834819065101,0.011423844450991623,0.9885761555490084,高通胀状态,通胀偏高,-159.41924298439713
